##assc blkSize stripped_txf-cast_e-c-4k
1 0.62146172  0.62671260  1.83957576  3.15102700  8.48610860 
2 1.01956244  0.95493900  1.42588728  1.68402956  2.13274816 
4 0.93561744  0.89676556  0.89663000  0.87756244  1.01473536 
8 0.97501744  0.97476556  0.97463000  0.91576244  0.97453536 

